"5%","50%","95%","mean","stdv","BandName"
53.4152783923567,66.196318086846,79.5431011993996,66.5471911182581,7.68989082289612,"Intercept"
162.147520317833,864.613865453758,1521.63989556236,835.285904936937,424.762533830212,"X400"
-342.321510427178,265.517306332286,847.113228489214,268.683499743693,364.57060799454,"X420"
536.955165233915,921.440444567009,1303.08665097179,927.787966722231,229.630445950662,"X440"
175.406959551102,437.723685998234,732.453236754109,450.492253964234,173.395793800868,"X460"
139.343034930378,436.960897245228,746.449634148744,442.355077667407,186.733157756421,"X480"
-1137.40377492676,-871.503259664057,-578.117457167307,-872.657663555218,167.050927617011,"X500"
-6095.16484774375,-5365.45432817881,-4548.14496691906,-5351.74404887652,457.538707605405,"X520"
-2290.48891214358,-1767.72325532379,-1204.49990320086,-1756.07140284362,339.787608313927,"X540"
1593.02497948151,2141.51068181252,2668.25826062177,2144.6034977729,335.984716162648,"X560"
1596.92691159896,1945.13097669244,2262.93818863764,1939.18802725585,203.620054700018,"X580"
1652.71808584264,2037.74204184504,2405.76181504283,2032.54012406248,228.575058394011,"X600"
-14.3501802052571,407.774323320578,783.486757053539,392.28617322097,243.168302640955,"X620"
843.004246246881,1293.04012000118,1688.79763522665,1278.7209698982,254.476047871442,"X640"
577.749370743792,961.929356084105,1258.87008771372,952.124613861673,213.196359586375,"X660"
-808.002842936893,-393.207589394551,10.9590220788289,-396.295444296663,248.563937865,"X680"
-4060.95973125408,-3397.95836444056,-2797.58999373126,-3405.41338822174,387.593455868512,"X700"
-293.495903691958,277.631962358069,901.979243567487,285.530157404786,370.89206508352,"X720"
-909.631373188275,-654.051985090154,-381.791807641935,-651.815830533755,158.231881648985,"X740"
-1030.4401485448,-656.391584165011,-302.015321948899,-666.16399419723,221.863541302488,"X760"
