"5%","50%","95%","mean","stdv","BandName"
0.0399214968633788,7.02065135145364,13.5187719710948,6.91530467142265,4.18186697230617,"Intercept"
589.870285451724,1865.88454154791,2688.53765951997,1747.23142946175,650.592174384203,"X400"
1232.72888036902,2161.31279929144,2775.77274438311,2095.00613750288,458.308085776367,"X420"
-103.552128197566,249.972756757442,671.795098996687,269.429470112505,245.289518891436,"X440"
-1076.73523274241,-788.055194322822,-402.504660449564,-766.954270847407,205.405494851699,"X460"
-1448.87336894597,-1135.11451848169,-719.91068605972,-1118.45247851103,225.250884571125,"X480"
-1552.57335469999,-1147.06705640816,-755.636026416267,-1154.10474660846,245.11377355711,"X500"
-314.441643308795,295.55131404113,851.784819797089,293.260651904415,354.614881064066,"X520"
-963.568451787171,-623.949547698981,-198.449787934467,-603.21494444845,237.848321227898,"X540"
-1955.49967424446,-1550.15918058942,-1116.63420210442,-1540.87507686583,254.613615011853,"X560"
-467.615947756544,-202.020757605939,153.69663427277,-192.450603543192,195.380358232993,"X580"
-53.4495457256625,277.671846028068,586.260785972891,274.642089681398,197.822846013306,"X600"
-292.284648946721,77.8838578755889,351.947257317196,60.5023534393354,200.594339436405,"X620"
-92.3377304991168,254.555508568015,559.860176555448,251.146600227269,200.451826824325,"X640"
-893.92847415016,-545.421220712187,-207.896477845189,-545.335640887757,220.638355184423,"X660"
-622.492461676607,64.3476267822127,706.808266042599,55.2741793336354,406.660815177915,"X680"
2984.71437273871,3632.46727916522,4294.54224268922,3630.19863045843,405.010412627993,"X700"
-3467.20284938588,-2855.4617938142,-2393.99358938793,-2884.11681790654,334.905350519874,"X720"
-1305.30560651656,-932.055916240053,-577.32258123029,-939.432881325773,233.343561271142,"X740"
2249.5512379942,2648.60752017108,3095.84174793796,2657.88196387195,261.864068108487,"X760"
