"5%","50%","95%","mean","stdv","BandName"
423.47919105607,445.083256595595,467.977193173342,444.641836216932,13.7016644576374,"Intercept"
-53.0469326406385,117.816176827172,269.708587192612,114.439812120416,95.2416493033019,"X400"
21.9475105428332,229.629670835491,383.233398826636,220.875533902106,103.588221783239,"X420"
-198.127350518462,-35.4642597448799,101.790134865388,-37.837982792982,84.8468924654258,"X440"
-249.016559799631,-123.439136160399,12.287232209482,-120.58635146882,74.9682354689168,"X460"
-302.918433925125,-185.502078044045,-56.2072077995444,-183.730422502552,71.7107820451864,"X480"
-179.813105159948,-76.1407490470388,31.3179658909143,-75.4828568907905,64.4724181317631,"X500"
374.680489861267,597.072283639331,778.646055787078,590.137304969265,125.156620168428,"X520"
-563.787375876791,-372.717848192059,-199.030007989981,-376.526462178803,109.691194564405,"X540"
-1328.88340979531,-1148.5296669245,-989.76766385153,-1149.09685347679,102.571990214865,"X560"
-1044.40126767592,-930.929026610038,-827.876478199184,-932.430123247362,67.1721097904252,"X580"
-835.233118004035,-721.901296560889,-619.31421947182,-721.578373409493,64.7955223247317,"X600"
-534.325142514803,-416.395003442722,-312.393056221573,-419.514649369307,69.2353845466842,"X620"
-538.574748191602,-415.632395756394,-296.259082630415,-415.755715770548,74.6725325808169,"X640"
-400.216801478925,-293.674069827984,-154.841365979563,-288.279894308328,74.3140115080143,"X660"
-148.684183260622,-21.5603768487251,122.380518209596,-19.5880511951204,83.5802441540857,"X680"
-75.5725275825494,193.906220504408,455.360636383218,189.404987862734,162.695119169876,"X700"
-3180.97821286892,-2820.51012088448,-2457.31308942356,-2818.50409755549,217.974215635985,"X720"
-4316.74119449165,-3991.16138698247,-3731.94442950556,-4003.09459475964,176.342201623661,"X740"
-4856.81345104988,-4442.38550769062,-4052.50314006802,-4441.66494826915,242.729655517853,"X760"
